action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Layup Shot,Layup,333,40800145,34.0443,0,0,-118.2698,4,3,1,2008-09,14,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/27/09,LAL vs. UTA,UTA
Jump Shot,Jump Shot,345,40800145,33.8573,-177,187,-118.4468,3,3,1,2008-09,2,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/27/09,LAL vs. UTA,UTA
Jump Shot,Jump Shot,384,40800145,33.8113,-127,233,-118.3968,11,4,1,2008-09,29,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/27/09,LAL vs. UTA,UTA
Turnaround Jump Shot,Jump Shot,388,40800145,33.9393,-52,105,-118.3218,10,4,1,2008-09,56,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,4/27/09,LAL vs. UTA,UTA
Jump Shot,Jump Shot,390,40800145,34.0113,225,33,-118.0448,10,4,1,2008-09,52,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,4/27/09,LAL vs. UTA,UTA
Jump Shot,Jump Shot,413,40800145,34.0003,12,44,-118.2578,8,4,1,2008-09,35,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/27/09,LAL vs. UTA,UTA
Turnaround Jump Shot,Jump Shot,460,40800145,33.9483,-105,96,-118.3748,4,4,1,2008-09,25,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/27/09,LAL vs. UTA,UTA
Jump Shot,Jump Shot,476,40800145,34.0633,-161,-19,-118.4308,2,4,1,2008-09,11,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/27/09,LAL vs. UTA,UTA
Jump Shot,Jump Shot,16,40800221,33.9213,108,123,-118.1618,9,1,1,2008-09,49,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,26,40800221,33.8633,176,181,-118.0938,8,1,1,2008-09,49,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/4/09,LAL vs. HOU,HOU
Layup Shot,Layup,34,40800221,34.0443,0,0,-118.2698,8,1,1,2008-09,2,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,82,40800221,33.8063,105,238,-118.1648,2,1,1,2008-09,42,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,160,40800221,34.0463,92,-2,-118.1778,7,2,1,2008-09,34,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,191,40800221,33.8683,125,176,-118.1448,4,2,1,2008-09,40,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,223,40800221,33.9173,-101,127,-118.3708,2,2,1,2008-09,11,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,239,40800221,34.0243,-64,20,-118.3338,0,2,1,2008-09,37,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,247,40800221,33.9063,-183,138,-118.4528,0,2,1,2008-09,1,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,259,40800221,34.0433,97,1,-118.1728,10,3,1,2008-09,36,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,300,40800221,33.7983,77,246,-118.1928,5,3,1,2008-09,36,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,309,40800221,33.9363,-152,108,-118.4218,4,3,1,2008-09,19,18,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,311,40800221,33.7763,26,268,-118.2438,3,3,1,2008-09,46,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,317,40800221,33.9423,42,102,-118.2278,3,3,1,2008-09,10,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,332,40800221,33.8583,2,186,-118.2678,2,3,1,2008-09,5,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/4/09,LAL vs. HOU,HOU
Running Jump Shot,Jump Shot,341,40800221,33.9153,62,129,-118.2078,1,3,1,2008-09,0,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,347,40800221,33.8633,-168,181,-118.4378,0,3,1,2008-09,34,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,367,40800221,33.8853,-29,159,-118.2988,10,4,1,2008-09,49,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,374,40800221,34.0463,130,-2,-118.1398,10,4,1,2008-09,12,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/4/09,LAL vs. HOU,HOU
Hook Shot,Hook Shot,394,40800221,34.0023,-24,42,-118.2938,8,4,1,2008-09,41,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,406,40800221,33.8363,62,208,-118.2078,7,4,1,2008-09,39,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,429,40800221,33.8913,47,153,-118.2228,6,4,1,2008-09,2,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,462,40800221,33.7873,114,257,-118.1558,2,4,1,2008-09,2,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/4/09,LAL vs. HOU,HOU
Driving Dunk Shot,Dunk,509,40800221,34.0443,0,0,-118.2698,0,4,1,2008-09,18,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/4/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,8,40800222,33.8803,-59,164,-118.3288,11,1,1,2008-09,14,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,18,40800222,33.8983,81,146,-118.1888,9,1,1,2008-09,58,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,27,40800222,33.8763,100,168,-118.1698,8,1,1,2008-09,23,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Driving Layup Shot,Layup,30,40800222,34.0443,0,0,-118.2698,8,1,1,2008-09,2,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,35,40800222,33.9133,-161,131,-118.4308,7,1,1,2008-09,7,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Running Jump Shot,Jump Shot,39,40800222,33.9063,-164,138,-118.4338,6,1,1,2008-09,27,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,57,40800222,33.8193,143,225,-118.1268,3,1,1,2008-09,56,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,61,40800222,33.8763,125,168,-118.1448,3,1,1,2008-09,21,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,79,40800222,33.7783,-38,266,-118.3078,2,1,1,2008-09,5,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,101,40800222,33.8743,140,170,-118.1298,0,1,1,2008-09,1,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,214,40800222,33.8693,7,175,-118.2628,2,2,1,2008-09,55,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,229,40800222,33.8823,-152,162,-118.4218,1,2,1,2008-09,45,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,285,40800222,34.0333,154,11,-118.1158,10,3,1,2008-09,11,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,291,40800222,33.8963,-16,148,-118.2858,9,3,1,2008-09,14,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,5/6/09,LAL vs. HOU,HOU
Layup Shot,Layup,296,40800222,34.0443,0,0,-118.2698,9,3,1,2008-09,9,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/6/09,LAL vs. HOU,HOU
Step Back Jump shot,Jump Shot,302,40800222,33.8723,-139,172,-118.4088,8,3,1,2008-09,13,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Layup Shot,Layup,309,40800222,34.0443,0,0,-118.2698,7,3,1,2008-09,44,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,320,40800222,34.0223,106,22,-118.1638,6,3,1,2008-09,27,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,466,40800222,33.8353,61,209,-118.2088,7,4,1,2008-09,36,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,489,40800222,33.9363,-138,108,-118.4078,6,4,1,2008-09,10,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Layup Shot,Layup,510,40800222,34.0443,0,0,-118.2698,4,4,1,2008-09,16,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/6/09,LAL vs. HOU,HOU
Putback Layup Shot,Layup,511,40800222,34.0443,0,0,-118.2698,4,4,1,2008-09,14,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/6/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,514,40800222,34.0323,-168,12,-118.4378,3,4,1,2008-09,41,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/6/09,LAL vs. HOU,HOU
Fadeaway Jump Shot,Jump Shot,8,40800223,33.8633,-52,181,-118.3218,10,1,1,2008-09,46,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,13,40800223,33.8633,174,181,-118.0958,9,1,1,2008-09,36,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,17,40800223,33.8873,157,157,-118.1128,9,1,1,2008-09,13,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/8/09,LAL @ HOU,HOU
Driving Layup Shot,Layup,30,40800223,34.0443,0,0,-118.2698,7,1,1,2008-09,53,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,51,40800223,33.9013,94,143,-118.1758,5,1,1,2008-09,51,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,58,40800223,33.9993,106,45,-118.1638,4,1,1,2008-09,13,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,130,40800223,33.9883,-62,56,-118.3318,8,2,1,2008-09,23,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,141,40800223,33.8053,-95,239,-118.3648,6,2,1,2008-09,55,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/8/09,LAL @ HOU,HOU
Fadeaway Jump Shot,Jump Shot,163,40800223,34.0353,-202,9,-118.4718,5,2,1,2008-09,26,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,178,40800223,33.9703,89,74,-118.1808,4,2,1,2008-09,32,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,183,40800223,33.9943,2,50,-118.2678,3,2,1,2008-09,55,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/8/09,LAL @ HOU,HOU
Driving Reverse Layup Shot,Layup,198,40800223,34.0443,0,0,-118.2698,2,2,1,2008-09,32,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,212,40800223,33.7683,-32,276,-118.3018,1,2,1,2008-09,42,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,262,40800223,33.8033,92,241,-118.1778,7,3,1,2008-09,49,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/8/09,LAL @ HOU,HOU
Running Jump Shot,Jump Shot,270,40800223,33.9893,-54,55,-118.3238,6,3,1,2008-09,41,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,301,40800223,33.9313,133,113,-118.1368,3,3,1,2008-09,55,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,327,40800223,33.9813,89,63,-118.1808,2,3,1,2008-09,20,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/8/09,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,355,40800223,33.7153,0,329,-118.2698,0,3,1,2008-09,0,32,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/8/09,LAL @ HOU,HOU
Driving Layup Shot,Layup,370,40800223,34.0443,0,0,-118.2698,10,4,1,2008-09,44,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,405,40800223,33.9913,9,53,-118.2608,7,4,1,2008-09,37,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/8/09,LAL @ HOU,HOU
Layup Shot,Layup,407,40800223,34.0443,0,0,-118.2698,7,4,1,2008-09,35,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/8/09,LAL @ HOU,HOU
Driving Layup Shot,Layup,409,40800223,34.0443,0,0,-118.2698,6,4,1,2008-09,56,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,419,40800223,33.9973,43,47,-118.2268,6,4,1,2008-09,36,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/8/09,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,438,40800223,33.8633,81,181,-118.1888,4,4,1,2008-09,34,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,454,40800223,33.8543,-182,190,-118.4518,2,4,1,2008-09,21,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,458,40800223,33.9103,189,134,-118.0808,1,4,1,2008-09,40,23,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/8/09,LAL @ HOU,HOU
Layup Shot,Layup,460,40800223,34.0443,0,0,-118.2698,1,4,1,2008-09,22,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/8/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,4,40800224,33.8143,108,230,-118.1618,11,1,1,2008-09,28,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/10/09,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,32,40800224,33.9293,29,115,-118.2408,7,1,1,2008-09,43,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/10/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,37,40800224,33.8823,17,162,-118.2528,6,1,1,2008-09,46,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/10/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,82,40800224,34.0443,-232,0,-118.5018,1,1,1,2008-09,16,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,5/10/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,86,40800224,33.8983,-93,146,-118.3628,0,1,1,2008-09,39,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/10/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,91,40800224,33.9703,200,74,-118.0698,0,1,1,2008-09,1,21,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/10/09,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,183,40800224,33.9283,-101,116,-118.3708,3,2,1,2008-09,6,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/10/09,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,186,40800224,33.9213,88,123,-118.1818,2,2,1,2008-09,36,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/10/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,189,40800224,33.8413,4,203,-118.2658,2,2,1,2008-09,1,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/10/09,LAL @ HOU,HOU
Driving Layup Shot,Layup,229,40800224,34.0443,0,0,-118.2698,9,3,1,2008-09,39,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/10/09,LAL @ HOU,HOU
Driving Layup Shot,Layup,243,40800224,34.0443,0,0,-118.2698,8,3,1,2008-09,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/10/09,LAL @ HOU,HOU
Running Jump Shot,Jump Shot,251,40800224,33.9693,26,75,-118.2438,7,3,1,2008-09,24,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/10/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,262,40800224,33.9513,-144,93,-118.4138,6,3,1,2008-09,44,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/10/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,307,40800224,33.8193,141,225,-118.1288,2,3,1,2008-09,29,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/10/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,33,40800225,34.0133,200,31,-118.0698,8,1,1,2008-09,18,20,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/12/09,LAL vs. HOU,HOU
Driving Layup Shot,Layup,70,40800225,34.0443,0,0,-118.2698,5,1,1,2008-09,39,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/12/09,LAL vs. HOU,HOU
Pullup Jump shot,Jump Shot,84,40800225,33.9723,77,72,-118.1928,3,1,1,2008-09,12,10,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,5/12/09,LAL vs. HOU,HOU
Pullup Jump shot,Jump Shot,91,40800225,33.8983,69,146,-118.2008,2,1,1,2008-09,25,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/12/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,93,40800225,33.9173,95,127,-118.1748,2,1,1,2008-09,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/12/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,188,40800225,33.8483,-53,196,-118.3228,6,2,1,2008-09,3,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/12/09,LAL vs. HOU,HOU
Driving Finger Roll Layup Shot,Layup,212,40800225,34.0443,0,0,-118.2698,3,2,1,2008-09,38,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/12/09,LAL vs. HOU,HOU
Pullup Jump shot,Jump Shot,233,40800225,33.8053,75,239,-118.1948,1,2,1,2008-09,37,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/12/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,243,40800225,33.8173,-122,227,-118.3918,0,2,1,2008-09,48,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/12/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,256,40800225,34.0303,-119,14,-118.3888,0,2,1,2008-09,2,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/12/09,LAL vs. HOU,HOU
Pullup Jump shot,Jump Shot,275,40800225,33.9103,97,134,-118.1728,10,3,1,2008-09,23,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/12/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,283,40800225,33.9253,-43,119,-118.3128,8,3,1,2008-09,59,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/12/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,290,40800225,33.9453,-111,99,-118.3808,8,3,1,2008-09,31,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/12/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,348,40800225,33.8743,-57,170,-118.3268,4,3,1,2008-09,28,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/12/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,6,40800226,33.9313,94,113,-118.1758,10,1,1,2008-09,41,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/14/09,LAL @ HOU,HOU
Running Jump Shot,Jump Shot,18,40800226,33.9473,-62,97,-118.3318,9,1,1,2008-09,45,11,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/14/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,36,40800226,33.8413,88,203,-118.1818,7,1,1,2008-09,54,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/14/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,66,40800226,33.8353,80,209,-118.1898,4,1,1,2008-09,30,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/14/09,LAL @ HOU,HOU
Layup Shot,Layup,72,40800226,34.0443,0,0,-118.2698,3,1,1,2008-09,22,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/14/09,LAL @ HOU,HOU
Driving Layup Shot,Layup,78,40800226,34.0443,0,0,-118.2698,2,1,1,2008-09,31,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/14/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,101,40800226,34.0193,-174,25,-118.4438,11,2,1,2008-09,43,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/14/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,110,40800226,34.0163,179,28,-118.0908,10,2,1,2008-09,31,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/14/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,113,40800226,33.9783,-43,66,-118.3128,10,2,1,2008-09,0,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/14/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,162,40800226,33.9263,106,118,-118.1638,5,2,1,2008-09,37,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/14/09,LAL @ HOU,HOU
Driving Layup Shot,Layup,206,40800226,34.0443,0,0,-118.2698,2,2,1,2008-09,55,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/14/09,LAL @ HOU,HOU
Driving Dunk Shot,Dunk,245,40800226,34.0443,0,0,-118.2698,0,2,1,2008-09,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/14/09,LAL @ HOU,HOU
Running Jump Shot,Jump Shot,247,40800226,33.6033,-11,441,-118.2808,0,2,1,2008-09,0,44,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,5/14/09,LAL @ HOU,HOU
Turnaround Jump Shot,Jump Shot,278,40800226,33.9723,-234,72,-118.5038,8,3,1,2008-09,30,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,5/14/09,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,281,40800226,33.9393,-57,105,-118.3268,8,3,1,2008-09,2,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/14/09,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,313,40800226,33.9283,144,116,-118.1258,5,3,1,2008-09,2,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/14/09,LAL @ HOU,HOU
Driving Layup Shot,Layup,352,40800226,34.0443,0,0,-118.2698,0,3,1,2008-09,23,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/14/09,LAL @ HOU,HOU
Pullup Jump shot,Jump Shot,402,40800226,33.9283,92,116,-118.1778,6,4,1,2008-09,40,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/14/09,LAL @ HOU,HOU
Running Bank shot,Bank Shot,420,40800226,33.9843,-76,60,-118.3458,4,4,1,2008-09,24,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/14/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,427,40800226,33.7983,12,246,-118.2578,3,4,1,2008-09,30,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/14/09,LAL @ HOU,HOU
Running Bank shot,Bank Shot,442,40800226,34.0053,-98,39,-118.3678,2,4,1,2008-09,27,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/14/09,LAL @ HOU,HOU
Jump Shot,Jump Shot,449,40800226,33.7923,-65,252,-118.3348,2,4,1,2008-09,2,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/14/09,LAL @ HOU,HOU
